,Code,Name,fscore,ROA,ROA_prev,CFO,LEV,LEV_prev,LEQ,LEQ_prev,GMO,GMO_prev,ATR,ATR_prev
82,A006340,대원전선,5,0.01329767050327121,0.008772910040413584,0.02526103312824619,0.03690548694121934,0.035370669766033244,1.3112117924829303,1.330134100894959,0.027689719201633333,0.03133679474968541,2.1646825187791694,2.2648244370965203
83,A003550,LG,7,0.04143836409108795,0.04295053266780898,0.049041817470826934,0.022905645960967315,0.017649239941780418,2.6001332889036988,2.472566923059806,0.6907539539709089,0.687703029173496,0.07479841681518669,0.07128523181603715
84,A004990,롯데제과,5,0.0072346455430934795,0.009435379391059305,0.021593023474341604,0.16632113254966047,0.2042354405195067,1.0839385012133205,1.2229788635849383,0.3879427927851447,0.39091544138358403,0.41782478841665427,0.45474574100166515
85,A023800,인지컨트롤스,3,0.007459443022608002,0.0424100711338252,,0.1489372047486349,0.12965986990497425,1.0274490848755822,1.0971807789188142,0.10658371268114897,0.09226652686021417,1.430473688192529,1.5910953311364497
86,A018470,조일알미늄,6,0.12022504119269718,-0.019991656190971076,-0.05788263424921056,0.0940658608466447,0.10414814155994347,1.3616050412629659,1.562756026122563,0.03517742723652017,0.01883750399037453,0.9924394758810933,0.9542198877879909
87,A000700,유수홀딩스,8,0.01130535434155299,0.010881263350029714,0.013280346872449575,0.026543101774301806,0.32120366798990063,0.20369734455018096,2.395843358214403,0.4149634634545544,0.361436621670627,0.06418560590824297,0.05923964242184876
88,A000150,두산,6,0.04421859456848618,0.03513904718486437,0.04806078971427914,0.16313719300723117,0.14270888488827704,0.7772474495666181,0.8198204408780795,0.10902551351142158,0.11390134289801233,0.5943097331393644,0.5338386140870754
89,A003220,대원제약,5,0.100382645644551,0.10233007884297612,0.11349417554767198,0.08652499681768779,0.0832404878830277,2.7239130277201657,2.946362684057277,0.5719587836392688,0.5414152985197253,1.224202814471786,1.1850704084300951
90,A044450,KSS해운,4,0.0239392874562704,0.04677684430108135,0.10059712792775292,0.5477297769608378,0.473835284575815,0.3607982460329693,0.3883185079804282,0.2912246525649945,0.27363515761668794,0.2581315525680661,0.2898980878335785
91,A024720,한국콜마홀딩스,6,0.0251836988181619,-0.06139865805853823,0.00731291216764831,0.006754577750020348,0.5701720013583965,0.534108944645613,35.10690820620462,0.42987620301752755,0.3810117264338256,0.05519745818136124,0.06553979403888953
92,A002410,범양건영,0,-0.01299192732709635,0.013051147563196742,-0.0779006136848081,0.20368655595003698,0.11778887047319928,1.3298248444225655,1.7976116429102835,0.0544567530765115,0.0716897963711251,1.7474534059228952,2.3355167735983287
93,A034730,SK,7,0.03647418590242766,1.8323312956818998,0.0369706873717537,0.2791757357417461,0.44311784904737417,0.5475379990094797,0.4908918682599825,0.27182052336112433,0.12237982014789131,0.17698529537148086,0.6500223491120163
94,A002240,고려제강,6,0.02352767623800384,0.012466536323520006,0.05491521826074118,0.06599274084916817,0.06083565801576468,0.994117462999468,1.0242848425221365,0.17712641664016227,0.1666918186451351,0.33191421821940054,0.36223539192905413
95,A138250,엔에스쇼핑,4,0.13890862792262743,0.16410080360890647,0.16894803760908145,0.35616281297804636,0.022681134053450236,0.53596911977484,2.0541800947867297,0.968438436184224,0.9798805159069671,0.9764124227906635,0.9784020456902999
96,A023590,다우기술,6,0.032339205052402384,0.028488365365537414,,0.16373771111627808,0.17012304729220024,1.4739011449090313,1.418560325565522,0.18129378692144293,0.15695951906747627,0.2878169315276398,0.3789075338851448
97,A018500,동원금속,5,0.01703020988415908,0.018731412758510865,0.1519636456469825,0.20339248318389053,0.22284776122373384,0.5533350287175698,0.6153251784213302,0.143522520997578,0.14175015950692532,0.9058995239806286,0.9159309611826637
98,A003090,대웅,6,0.018091600832004857,0.02795462387884926,0.02828526122523343,0.03661123542757999,0.03860960318613967,13.061735390086202,6.331822640311503,0.0957072440481304,0.25790314037218814,0.14946338543080542,0.15871101821691933
99,A078000,텔코웨어,7,0.036846068346075116,0.07027312192984739,0.03857188543259389,0.020889649504219544,0.025582410976045765,9.222967441409867,6.524471023198676,0.4045481883032372,0.33060846592316173,0.3416814669507457,0.5150810067237535
